行政區,學校,類型,里／鄰,來源頁
三重區,光興國小,基本,清和里,64
三重區,光興國小,基本,忠孝里,64
三重區,光興國小,基本,仁義里,64
三重區,光興國小,基本,同慶里,64
三重區,光興國小,自由,光正里,64
三重區,光興國小,自由,中正里,64
三重區,三光國小,基本,同安里,64
三重區,三光國小,基本,大同里,64
三重區,三光國小,基本,平和里,64
三重區,三光國小,基本,中民里,64
三重區,三光國小,基本,大安里,64
三重區,三光國小,基本,吉利里,64
三重區,三光國小,基本,光明里1–3鄰,64
三重區,三光國小,自由,菜寮里,64
三重區,三光國小,自由,永春里二,64
三重區,三光國小,自由,光正里,64
三重區,三光國小,自由,中正里,64
三重區,集美國小,基本,成功里,65
三重區,集美國小,基本,福德里,65
三重區,集美國小,基本,福民里,65
三重區,集美國小,基本,光明里4–30鄰,65
三重區,集美國小,基本,重明里,65
三重區,集美國小,基本,福祉里,65
三重區,集美國小,自由,過田里,65
三重區,集美國小,自由,菜寮里,65
三重區,集美國小,自由,永春里,65
三重區,集美國小,自由,光正里,65
三重區,集美國小,自由,中正里,65
蘆洲區,成功國小,基本,成功里,66
蘆洲區,成功國小,基本,忠義里,66
蘆洲區,成功國小,基本,長安里,66
蘆洲區,成功國小,基本,延平里,66
蘆洲區,成功國小,基本,九芎里,66
蘆洲區,成功國小,基本,永康里,66
蘆洲區,成功國小,基本,永德里,66
蘆洲區,成功國小,自由,永安里,66
蘆洲區,成功國小,自由,永樂里20–27鄰,66
蘆洲區,成功國小,自由,正義里7、15–17鄰,66
蘆洲區,蘆洲國小,基本,中原里9–24鄰,66
蘆洲區,蘆洲國小,基本,光明里15鄰除外,66
蘆洲區,蘆洲國小,基本,保和里,66
蘆洲區,蘆洲國小,基本,仁復里,66
蘆洲區,蘆洲國小,基本,得勝里,66
蘆洲區,蘆洲國小,基本,光華里,66
蘆洲區,蘆洲國小,基本,中華里,66
蘆洲區,蘆洲國小,基本,中路里,66
蘆洲區,蘆洲國小,基本,得仁里,66
蘆洲區,蘆洲國小,基本,樹德里,66
蘆洲區,蘆洲國小,基本,民和里,66
蘆洲區,蘆洲國小,自由,永安里,66
蘆洲區,蘆洲國小,自由,溪墘里13–15鄰,66
蘆洲區,蘆洲國小,自由,保佑里,66
蘆洲區,蘆洲國小,自由,光明里15鄰,66
蘆洲區,鷺江國小,基本,樓厝里,66
蘆洲區,鷺江國小,基本,玉清里,66
蘆洲區,鷺江國小,基本,信義里,66
蘆洲區,鷺江國小,基本,福安里,66
蘆洲區,鷺江國小,基本,仁德里,66
蘆洲區,鷺江國小,基本,仁義里,66
蘆洲區,鷺江國小,基本,恆德里,66
蘆洲區,鷺江國小,基本,鷺江里,66
蘆洲區,鷺江國小,基本,溪墘里1–12鄰,66
蘆洲區,鷺江國小,自由,)溪墘里13–15鄰,66
蘆洲區,仁愛國小,基本,保新里1–8鄰,66
蘆洲區,仁愛國小,基本,水河里,66
蘆洲區,仁愛國小,基本,水湳里,66
蘆洲區,仁愛國小,基本,忠孝里,66
蘆洲區,仁愛國小,基本,仁愛里,66
蘆洲區,仁愛國小,基本,復興里,66
蘆洲區,忠義國小,基本,南港里,66
蘆洲區,忠義國小,基本,永樂里1–19鄰,66
蘆洲區,忠義國小,基本,正義里除7、15–17鄰,66
蘆洲區,忠義國小,基本,中原里1–8、25–29鄰,66
蘆洲區,忠義國小,基本,保新里9–12鄰,66
蘆洲區,忠義國小,自由,保佑里,66
蘆洲區,忠義國小,自由,光明里15鄰二,66
蘆洲區,忠義國小,自由,永樂里20–27鄰,66
蘆洲區,忠義國小,自由,正義里7、15–17鄰,66
新莊區,新莊國小,基本,立人里,68
新莊區,新莊國小,基本,思源里1、4、20鄰,68
新莊區,新莊國小,基本,文衡里1、4–8、10–16鄰,68
新莊區,新莊國小,基本,文聖里2–17鄰,68
新莊區,新莊國小,基本,興漢里,68
新莊區,新莊國小,基本,榮和里,68
新莊區,新莊國小,基本,文德里,68
新莊區,新莊國小,基本,文明里,68
新莊區,新莊國小,基本,恆安里,68
新莊區,新莊國小,基本,立德里1–8鄰,68
新莊區,新莊國小,自由,中美里,68
新莊區,新莊國小,自由,思賢里2鄰,68
新莊區,新莊國小,自由,思源里3、19鄰,68
新莊區,新莊國小,自由,文衡里2–3、9鄰,68
新莊區,新莊國小,自由,文聖里1、18–29鄰,68
新莊區,中港國小,基本,中泰里,68
新莊區,中港國小,基本,立志里,68
新莊區,中港國小,基本,立基里,68
新莊區,中港國小,基本,立廷里16、19–40鄰除外,68
新莊區,中港國小,基本,中宏里,68
新莊區,中港國小,基本,中全里,68
新莊區,中港國小,基本,立功里,68
新莊區,中港國小,基本,中和里,68
新莊區,中港國小,基本,中港里8–10鄰,68
新莊區,中港國小,基本,中誠里1–4、6–15鄰,68
新莊區,中港國小,自由,中港里11–14、21–25鄰,68
新莊區,中港國小,自由,中誠里5鄰,68
新莊區,榮富國小,基本,中信里,68
新莊區,榮富國小,基本,中平里,68
新莊區,榮富國小,基本,中港里1–7、15–20、26–28鄰,68
新莊區,榮富國小,自由,中港里11–14、21–25鄰、中誠里5鄰,68
新莊區,榮富國小,自由,中隆里1–20鄰,68
新莊區,榮富國小,自由,立廷里16、19–40鄰,68
新莊區,中信國小,基本,中原里,69
新莊區,中信國小,基本,中隆里21–27鄰,69
新莊區,中信國小,自由,中隆里1–20鄰,69
新莊區,中信國小,自由,立廷里16、19–40鄰,69
新莊區,思賢國小,基本,仁義里,69
新莊區,思賢國小,基本,自信里,69
新莊區,思賢國小,基本,思源里2、5–18、21–22鄰,69
新莊區,思賢國小,基本,思賢里2鄰除外,69
新莊區,思賢國小,基本,仁愛里,69
新莊區,思賢國小,基本,自強里,69
新莊區,思賢國小,基本,自立里,69
新莊區,思賢國小,基本,中華里,69
新莊區,思賢國小,自由,中美里,69
新莊區,思賢國小,自由,思賢里2鄰,69
新莊區,思賢國小,自由,思源里3、19鄰,69
新莊區,昌隆國小,基本,昌明里1–4、9–11、14、16–17鄰,69
新莊區,昌隆國小,基本,昌信里1–3、7鄰,69
新莊區,昌隆國小,基本,和平里1–14鄰),69
新莊區,昌隆國小,基本,信義里,69
新莊區,昌隆國小,基本,昌隆里,69
新莊區,昌隆國小,基本,幸福里,69
新莊區,昌隆國小,自由,昌明里5–8、12、13、15、18鄰,69
新莊區,昌隆國小,自由,昌信里4–6鄰,69
新莊區,昌隆國小,自由,和平里15–21鄰),69
新莊區,昌平國小,基本,昌平里8–21鄰,69
新莊區,昌平國小,基本,昌信里8–17鄰,69
新莊區,昌平國小,自由,昌明里5–8、12、13、15、18鄰,69
新莊區,昌平國小,自由,昌信里4–6鄰,69
新莊區,昌平國小,自由,昌平里1–7鄰,69
新莊區,昌平國小,自由,和平里15–21鄰),69
新莊區,興化國小,基本,福基里10–17鄰,70
新莊區,興化國小,基本,福興里,70
新莊區,興化國小,自由,昌平里1–7鄰,70
新莊區,興化國小,自由,五股區興珍里33–37鄰,70
新莊區,頭前國小,基本,化成里,70
新莊區,頭前國小,基本,頭前里,70
新莊區,頭前國小,基本,福基里1–9鄰,70
新莊區,頭前國小,自由,)三重區中興里,70
新莊區,頭前國小,自由,頂崁里即中興北街臨近本區化成路,70
新莊區,國泰國小,基本,忠孝里1–6、11、12、14、15、18、20、22、25、26鄰,71
新莊區,國泰國小,基本,國泰里10鄰,71
新莊區,國泰國小,基本,海山里19–24鄰,71
新莊區,國泰國小,基本,福營里,71
新莊區,國泰國小,基本,營盤里,71
新莊區,國泰國小,自由,泰山區貴賢里9–14鄰,71
新莊區,國泰國小,自由,泰山區義仁里30–39鄰,71
新莊區,新泰國小,基本,立德里9–17鄰,71
新莊區,新泰國小,基本,全泰里,71
新莊區,新泰國小,基本,立言里,71
新莊區,新泰國小,基本,立泰里,71
新莊區,新泰國小,基本,忠孝里7–10、13、16、17、19、21、23、24、27–29鄰,71
新莊區,新泰國小,自由,文聖里1、18–29鄰,71
新莊區,新泰國小,自由,泰山區義仁里30–39鄰,71
新莊區,裕民國小,基本,四維里16–18鄰,71
新莊區,裕民國小,基本,裕民里,71
新莊區,裕民國小,基本,萬安里,71
新莊區,裕民國小,基本,龍安里,71
新莊區,裕民國小,基本,南港里,71
新莊區,裕民國小,基本,富國里,71
新莊區,裕民國小,自由,龍鳳里,71
新莊區,裕民國小,自由,龍福里,71
新莊區,裕民國小,自由,富民里,71
新莊區,裕民國小,自由,四維里19–22鄰,71
新莊區,裕民國小,自由,三龍里16鄰,71
新莊區,丹鳳國小,基本,丹鳳里,72
新莊區,丹鳳國小,基本,合鳳里,72
新莊區,丹鳳國小,基本,祥鳳里,72
新莊區,丹鳳國小,基本,雙鳳里,72
新莊區,丹鳳國小,自由,龍鳳里,72
新莊區,丹鳳國小,自由,龍福里,72
新莊區,丹鳳國小,自由,富民里,72
新莊區,丹鳳國小,自由,泰山區貴和里33–38鄰,72
新莊區,民安國小,基本,民安里1–16、19–22鄰,72
新莊區,民安國小,基本,四維里1–15鄰,72
新莊區,民安國小,基本,成德里1–4、9–11鄰,72
新莊區,民安國小,基本,後港里,72
新莊區,民安國小,基本,八德里,72
新莊區,民安國小,基本,民有里1、10–14、16、17鄰,72
新莊區,民安國小,基本,後德里,72
新莊區,民安國小,基本,建福里,72
新莊區,民安國小,基本,民全里,72
新莊區,民安國小,基本,民本里,72
新莊區,民安國小,基本,西盛里1–5、19、22鄰,72
新莊區,民安國小,基本,建安里1–32鄰,72
新莊區,民安國小,自由,瓊林里13–20鄰,72
新莊區,民安國小,自由,建安里33、34鄰,72
新莊區,民安國小,自由,成德里5–8、12–23鄰,72
新莊區,民安國小,自由,民有里2–9、15、18–20鄰,72
新莊區,民安國小,自由,民安里28、29鄰三,72
新莊區,民安國小,自由,富民里,72
新莊區,豐年國小,基本,全安里,73
新莊區,豐年國小,基本,瓊林里1–12鄰,73
新莊區,豐年國小,基本,海山里1–18鄰,73
新莊區,豐年國小,基本,國泰里1–9、11–16鄰,73
新莊區,豐年國小,基本,豐年里,73
新莊區,豐年國小,基本,泰豐里,73
新莊區,豐年國小,自由,瓊林里13–20鄰,73
新莊區,豐年國小,自由,建安里33、34鄰,73
新莊區,豐年國小,自由,文衡里2、3、9鄰,73
新莊區,光華國小,基本,光華里,73
新莊區,光華國小,基本,光明里,73
新莊區,光華國小,基本,民安里17、18、23–27、30–33鄰,73
新莊區,光華國小,基本,光和里,73
新莊區,光華國小,基本,光正里,73
新莊區,光華國小,基本,光榮里,73
新莊區,光華國小,基本,西盛里6–11、13、20、21、23、24鄰,73
新莊區,光華國小,自由,成德里5–8、12–23鄰,73
新莊區,光華國小,自由,民有里2–9、15、18–20鄰,73
新莊區,光華國小,自由,民安里28、29鄰,73
新莊區,光華國小,自由,西盛里12鄰,73
新莊區,光華國小,自由,四維里19–22鄰,73
泰山區,泰山國小,基本,大科里1–6、9–12鄰,74
泰山區,泰山國小,基本,黎明里2–14、16–17,74
泰山區,泰山國小,基本,山腳里,74
泰山區,泰山國小,基本,福泰里,74
泰山區,泰山國小,基本,楓樹里,74
泰山區,泰山國小,基本,福興里1–18鄰,74
泰山區,泰山國小,自由,全興里1–7鄰,74
泰山區,泰山國小,自由,同興里1–12鄰,74
泰山區,泰山國小,自由,同榮里1–16、30鄰,74
泰山區,泰山國小,自由,福興里19–25鄰,74
泰山區,泰山國小,自由,大科里7–8鄰,74
泰山區,泰山國小,自由,黎明里1,74
泰山區,泰山國小,自由,15鄰,74
泰山區,明志國小,基本,明志里,74
泰山區,明志國小,基本,新明里,74
泰山區,明志國小,基本,泰友里,74
泰山區,明志國小,基本,貴子里,74
泰山區,明志國小,基本,貴和里1–32、39–42鄰,74
泰山區,明志國小,基本,貴賢里1–8、15–27鄰,74
泰山區,明志國小,基本,大科里13–16鄰,74
泰山區,明志國小,自由,義仁里21–29鄰,74
泰山區,明志國小,自由,貴和里33–38鄰,74
泰山區,明志國小,自由,貴賢里9–14鄰,74
泰山區,同榮國小,基本,同榮里17–29鄰,75
泰山區,同榮國小,基本,義學里,75
泰山區,同榮國小,自由,全興里1–7鄰,75
泰山區,同榮國小,自由,同興里1–12鄰,75
泰山區,同榮國小,自由,同榮里1–16、30鄰,75
泰山區,同榮國小,自由,同興里13–24鄰,75
泰山區,義學國小,基本,義仁里1–20鄰,75
泰山區,義學國小,基本,全興里8–25鄰,75
泰山區,義學國小,自由,全興里1–7鄰,75
泰山區,義學國小,自由,同興里1–12鄰,75
泰山區,義學國小,自由,福興里19–25鄰,75
泰山區,義學國小,自由,同興里13–24鄰,75
泰山區,義學國小,自由,義仁里21–29鄰,75
泰山區,義學國小,自由,義仁里30–39鄰,75
五股區,五股國小,基本,五龍里,77
五股區,五股國小,基本,陸一里,77
五股區,五股國小,基本,五股里,77
五股區,五股國小,基本,民義里,77
五股區,五股國小,基本,六福里,77
五股區,五股國小,基本,五福里,77
五股區,五股國小,基本,更寮里中興路三段所屬,77
五股區,五股國小,自由,德音里1–22鄰,77
五股區,五股國小,自由,成功里,77
五股區,五股國小,自由,成泰里,77
五股區,五股國小,自由,芳洲里,77
五股區,德音國小,基本,德音里23–30鄰,77
五股區,德音國小,基本,水碓里,77
五股區,德音國小,基本,德泰里,77
五股區,德音國小,基本,福德里,77
五股區,德音國小,基本,貿商里,77
五股區,德音國小,自由,德音里1–22鄰,77
五股區,德音國小,自由,黎明里1,77
五股區,德音國小,自由,15鄰,77
五股區,成州國小,基本,觀音里,77
五股區,成州國小,基本,集福里,77
五股區,成州國小,基本,集賢里,77
五股區,成州國小,基本,成州里,77
五股區,成州國小,基本,成德里,77
五股區,成州國小,自由,成功里,77
五股區,成州國小,自由,成泰里,77
五股區,成州國小,自由,芳洲里,77
五股區,更寮國小,基本,更寮里,77
五股區,更寮國小,基本,興珍里1–32鄰、38–40鄰,77
五股區,更寮國小,自由,興珍里33–37鄰,77
八里區,八里國小,基本,頂罟里8–13鄰,78
八里區,八里國小,基本,舊城里,78
八里區,八里國小,基本,訊塘里,78
八里區,八里國小,基本,荖阡里,78
八里區,八里國小,自由,下罟里,78
八里區,長坑國小,基本,長坑里,78
八里區,長坑國小,自由,下罟里,78
八里區,米倉國小,基本,龍源里,78
八里區,米倉國小,基本,米倉里1–20鄰,78
八里區,大崁國小,基本,米倉里21–24鄰,78
八里區,大崁國小,基本,大崁里,78
八里區,大崁國小,基本,埤頭里,78
八里區,大崁國小,基本,頂罟里1–7鄰,78
林口區,林口國小,基本,東林里,79
林口區,林口國小,基本,林口里,79
林口區,林口國小,基本,中湖里,79
林口區,林口國小,基本,湖北里,79
林口區,林口國小,基本,菁湖里,79
林口區,林口國小,基本,西林里1–10、12–13鄰、26鄰,79
林口區,林口國小,自由,瑞平里1–4鄰,79
林口區,林口國小,自由,太平里1–5鄰,79
林口區,林口國小,自由,西林里27–35鄰,79
林口區,麗園國小,基本,東勢里,79
林口區,麗園國小,基本,麗園里,79
林口區,麗園國小,自由,泰山區大科里7–8鄰,79
林口區,麗園國小,自由,西林里27–35鄰,79
林口區,麗園國小,自由,仁愛里13–28鄰,79
林口區,麗林國小,基本,麗林里,79
林口區,麗林國小,基本,仁愛里13–28鄰除外,79
林口區,麗林國小,自由,仁愛里13–28鄰,79
林口區,南勢國小,基本,南勢里1–16鄰,79
林口區,南勢國小,基本,新林里1–3鄰,79
林口區,南勢國小,基本,頂福里1–4、13–14、16–17、19–20鄰,79
林口區,南勢國小,自由,頂福里7、18鄰,79
林口區,南勢國小,自由,力行里4–25鄰,79
林口區,南勢國小,自由,力行里1–3鄰,79
林口區,興福國小,基本,下福里,80
林口區,興福國小,基本,嘉寶里6–7鄰,80
林口區,興福國小,基本,頂福里8–12、15鄰,80
林口區,嘉寶國小,基本,嘉寶里6、7鄰除外,80
林口區,嘉寶國小,基本,頂福里5–6鄰,80
林口區,嘉寶國小,自由,頂福里7、18鄰,80
林口區,瑞平國小,基本,瑞平里5–10鄰,80
林口區,瑞平國小,基本,太平里6–15鄰,80
林口區,瑞平國小,自由,瑞平里1–4鄰,80
林口區,瑞平國小,自由,太平里1–5鄰,80
林口區,頭湖國小,基本,湖南里1–17鄰,80
林口區,頭湖國小,基本,頭湖1–13鄰,80
林口區,頭湖國小,自由,湖南里18–22鄰,80
林口區,頭湖國小,自由,文湖里1–12鄰,80
林口區,新林國小,基本,新林里4–23鄰,80
林口區,新林國小,自由,力行里4–25鄰,80
林口區,新林國小,自由,力行里1–3鄰,80
林口區,東湖國小,基本,西林里11、14–25、36–37鄰,81
林口區,東湖國小,基本,文湖里13–30鄰,81
林口區,東湖國小,自由,西林里27–35鄰,81
林口區,東湖國小,自由,湖南里18–22鄰,81
林口區,東湖國小,自由,文湖里1–12鄰,81
林口區,東湖國小,自由,力行里1–3鄰,81
