資料來源,行政區,學校,類型,里／鄰,頁碼
主表,板橋區,板橋國中,基本,國光里,2
主表,板橋區,板橋國中,基本,自強里,2
主表,板橋區,板橋國中,基本,建國里,2
主表,板橋區,板橋國中,基本,自立里,2
主表,板橋區,板橋國中,基本,光華里(除1-11鄰),2
主表,板橋區,板橋國中,基本,光榮里,2
主表,板橋區,板橋國中,基本,港尾里,2
主表,板橋區,板橋國中,基本,中正里,2
主表,板橋區,板橋國中,基本,香社里,2
主表,板橋區,板橋國中,基本,香雅里,2
主表,板橋區,板橋國中,基本,社後里,2
主表,板橋區,板橋國中,基本,港德里(除7、10、14、16、20、24-29鄰),2
主表,板橋區,板橋國中,基本,金華里(1-6、11、17、22、23鄰),2
主表,板橋區,板橋國中,自由,港德里(7、10、14、16、20、24-29鄰),2
主表,板橋區,板橋國中,自由,新生里,2
主表,板橋區,板橋國中,自由,民權里,2
主表,板橋區,板橋國中,自由,湳興里(1-5、22鄰),2
主表,板橋區,板橋國中,自由,光華里(1-11鄰),2
主表,板橋區,中山國中,基本,民安里,2
主表,板橋區,中山國中,基本,廣新里,2
主表,板橋區,中山國中,基本,玉光里,2
主表,板橋區,中山國中,基本,光仁里,2
主表,板橋區,中山國中,基本,新民里,2
主表,板橋區,中山國中,基本,西安里,2
主表,板橋區,中山國中,基本,漢生里,2
主表,板橋區,中山國中,基本,百壽里,2
主表,板橋區,中山國中,基本,介壽里,2
主表,板橋區,中山國中,自由,香丘里,2
主表,板橋區,中山國中,自由,忠誠里,2
主表,板橋區,中山國中,自由,公舘里,2
主表,板橋區,中山國中,自由,華江里,2
主表,板橋區,中山國中,自由,莊敬里,2
主表,板橋區,中山國中,自由,埤墘里,2
主表,板橋區,中山國中,自由,永安里,2
主表,板橋區,中山國中,自由,民權里,2
主表,板橋區,中山國中,自由,黃石里,2
主表,板橋區,中山國中,自由,挹秀里,2
主表,板橋區,中山國中,自由,赤松里,2
主表,板橋區,中山國中,自由,流芳里,2
主表,板橋區,中山國中,自由,留侯里(除7、9鄰外),2
主表,板橋區,中山國中,自由,留侯里(7、9鄰),2
主表,板橋區,中山國中,自由,雙玉里,2
主表,板橋區,新埔國中,基本,幸福里,2
主表,板橋區,新埔國中,基本,文德里,2
主表,板橋區,新埔國中,基本,新翠里,2
主表,板橋區,新埔國中,基本,朝陽里,2
主表,板橋區,新埔國中,基本,吉翠里,2
主表,板橋區,新埔國中,基本,德翠里,2
主表,板橋區,新埔國中,基本,新海里,2
主表,板橋區,新埔國中,基本,新埔里,2
主表,板橋區,新埔國中,基本,滿翠里,2
主表,板橋區,新埔國中,基本,明翠里,2
主表,板橋區,新埔國中,基本,陽明里,2
主表,板橋區,新埔國中,基本,宏翠里,2
主表,板橋區,新埔國中,基本,仁翠里,2
主表,板橋區,新埔國中,基本,金華里(7-10、12-16、18-21鄰),2
主表,板橋區,新埔國中,自由,港德里(7、10、14、16、20、24-29鄰),2
主表,板橋區,新埔國中,自由,新生里,2
主表,板橋區,新埔國中,自由,忠誠里,2
主表,板橋區,新埔國中,自由,公舘里,2
主表,板橋區,江翠國中,基本,嵐翠里,2
主表,板橋區,江翠國中,基本,文聖里,2
主表,板橋區,江翠國中,基本,華翠里,2
主表,板橋區,江翠國中,基本,莒光里,2
主表,板橋區,江翠國中,基本,松翠里,2
主表,板橋區,江翠國中,基本,聯翠里,2
主表,板橋區,江翠國中,基本,文化里,2
主表,板橋區,江翠國中,基本,江翠里,2
主表,板橋區,江翠國中,基本,純翠里,2
主表,板橋區,江翠國中,基本,溪頭里,2
主表,板橋區,江翠國中,基本,柏翠里,2
主表,板橋區,江翠國中,基本,青翠里,2
主表,板橋區,江翠國中,基本,懷翠里,2
主表,板橋區,江翠國中,基本,忠翠里,2
主表,板橋區,江翠國中,基本,松柏里,2
主表,板橋區,江翠國中,基本,文翠里,2
主表,板橋區,江翠國中,自由,龍翠里,2
主表,板橋區,江翠國中,自由,華江里,2
主表,板橋區,江翠國中,自由,莊敬里,2
主表,板橋區,江翠國中,自由,埤墘里,2
主表,板橋區,江翠國中,自由,永安里,2
主表,板橋區,海山高中(國中部),基本,福祿里,3
主表,板橋區,海山高中(國中部),基本,民族里,3
主表,板橋區,海山高中(國中部),基本,海山里,3
主表,板橋區,海山高中(國中部),基本,東丘里,3
主表,板橋區,海山高中(國中部),基本,民生里,3
主表,板橋區,海山高中(國中部),基本,長安里,3
主表,板橋區,海山高中(國中部),基本,東安里,3
主表,板橋區,海山高中(國中部),基本,深丘里,3
主表,板橋區,海山高中(國中部),基本,國泰里(7-15鄰),3
主表,板橋區,海山高中(國中部),基本,福丘里,3
主表,板橋區,海山高中(國中部),自由,香丘里,3
主表,板橋區,海山高中(國中部),自由,如里,3
主表,板橋區,海山高中(國中部),自由,正泰里,3
主表,板橋區,海山高中(國中部),自由,雙玉里,3
主表,板橋區,海山高中(國中部),自由,中和區瑞穗里(1-6鄰),3
主表,板橋區,海山高中(國中部),自由,中和區員山里(11-22鄰、25-35鄰、37-42鄰),3
主表,板橋區,光復高中(國中部),基本,港嘴里,3
主表,板橋區,光復高中(國中部),基本,振義里,3
主表,板橋區,光復高中(國中部),基本,振興里,3
主表,板橋區,光復高中(國中部),基本,光復里,3
主表,板橋區,光復高中(國中部),基本,埔墘里,3
主表,板橋區,光復高中(國中部),基本,富貴里,3
主表,板橋區,光復高中(國中部),基本,長壽里,3
主表,板橋區,光復高中(國中部),基本,居仁里,3
主表,板橋區,光復高中(國中部),基本,福壽里,3
主表,板橋區,光復高中(國中部),基本,福翠里,3
主表,板橋區,光復高中(國中部),自由,如里,3
主表,板橋區,光復高中(國中部),自由,正泰里,3
主表,板橋區,光復高中(國中部),自由,龍翠里,3
主表,板橋區,光復高中(國中部),自由,中和區中原里(5-14、18-20鄰),3
主表,板橋區,光復高中(國中部),自由,雙玉里,3
主表,板橋區,光復高中(國中部),自由,中和區各里,3
主表,板橋區,重慶國中,基本,仁愛里,3
主表,板橋區,重慶國中,基本,和平里,3
主表,板橋區,重慶國中,基本,廣德里,3
主表,板橋區,重慶國中,基本,重慶里,3
主表,板橋區,重慶國中,基本,大豐里,3
主表,板橋區,重慶國中,基本,廣福里,3
主表,板橋區,重慶國中,基本,權里,3
主表,板橋區,重慶國中,基本,華德里,3
主表,板橋區,重慶國中,基本,信義里,3
主表,板橋區,重慶國中,基本,華東里(除1-6、19-21鄰),3
主表,板橋區,重慶國中,自由,中和區清穗里,3
主表,板橋區,重慶國中,自由,明德里,3
主表,板橋區,重慶國中,自由,壽德里,3
主表,板橋區,重慶國中,自由,鄉雲里,3
主表,板橋區,重慶國中,自由,土城區清溪里(1-4鄰、11-43、46-53鄰),3
主表,板橋區,忠孝國中,基本,華貴里,4
主表,板橋區,忠孝國中,基本,華福里,4
主表,板橋區,忠孝國中,基本,華興里,4
主表,板橋區,忠孝國中,基本,景星里,4
主表,板橋區,忠孝國中,基本,新興里,4
主表,板橋區,忠孝國中,基本,後埔里,4
主表,板橋區,忠孝國中,基本,福星里,4
主表,板橋區,忠孝國中,基本,福德里,4
主表,板橋區,忠孝國中,基本,國泰里(1-6鄰),4
主表,板橋區,忠孝國中,基本,華東里(1-6、19-21鄰),4
主表,板橋區,忠孝國中,自由,鄉雲里,4
主表,板橋區,忠孝國中,自由,黃石里,4
主表,板橋區,忠孝國中,自由,挹秀里,4
主表,板橋區,忠孝國中,自由,赤松里,4
主表,板橋區,忠孝國中,自由,流芳里,4
主表,板橋區,忠孝國中,自由,留侯里(除7、9鄰外),4
主表,板橋區,忠孝國中,自由,留侯里(7、9鄰),4
主表,板橋區,忠孝國中,自由,湳興里(6-21、23-25鄰),4
主表,板橋區,大觀國中,基本,華中里,4
主表,板橋區,大觀國中,基本,大觀里,4
主表,板橋區,大觀國中,基本,歡園里,4
主表,板橋區,大觀國中,基本,浮洲里,4
主表,板橋區,大觀國中,基本,僑中里,4
主表,板橋區,大觀國中,基本,中山里,4
主表,板橋區,大觀國中,基本,復興里,4
主表,板橋區,大觀國中,基本,大安里,4
主表,板橋區,大觀國中,基本,福安里,4
主表,板橋區,大觀國中,基本,聚安里,4
主表,板橋區,大觀國中,基本,龍安里,4
主表,板橋區,大觀國中,自由,湳興里(1-5、22鄰),4
主表,板橋區,大觀國中,自由,光華里(1-11鄰),4
主表,板橋區,大觀國中,自由,湳興里(6-21、23-25鄰),4
主表,板橋區,大觀國中,自由,留侯里(7、9鄰),4
主表,板橋區,溪崑國中,基本,溪北里,4
主表,板橋區,溪崑國中,基本,崑崙里,4
主表,板橋區,溪崑國中,基本,成和里,4
主表,板橋區,溪崑國中,基本,堂春里,4
主表,板橋區,溪崑國中,基本,樹林區文林里,4
主表,板橋區,溪崑國中,基本,保安里,4
主表,板橋區,溪崑國中,基本,圳福里,4
主表,板橋區,溪崑國中,基本,潭底里(除1-13、33鄰),4
主表,板橋區,溪崑國中,自由,樹林區圳安里,4
主表,板橋區,溪崑國中,自由,圳民里,4
主表,板橋區,溪崑國中,自由,潭底里(1-13、33鄰),4
主表,板橋區,溪崑國中,自由,新莊區西盛里(12、14-18、25-29鄰),4
主表,板橋區,溪崑國中,自由,新莊區西盛里(10、24鄰),4
主表,板橋區,溪崑國中,自由,板橋區溪洲里,4
主表,板橋區,溪崑國中,自由,溪福里,4
主表,土城區,土城國中,基本,祖田里,5
主表,土城區,土城國中,基本,頂新里,5
主表,土城區,土城國中,基本,頂福里,5
主表,土城區,土城國中,基本,沛陂里,5
主表,土城區,土城國中,基本,永寧里,5
主表,土城區,土城國中,基本,大安里,5
主表,土城區,土城國中,基本,長風里,5
主表,土城區,土城國中,基本,員仁里,5
主表,土城區,土城國中,基本,員信里,5
主表,土城區,土城國中,基本,員福里,5
主表,土城區,土城國中,基本,土城里,5
主表,土城區,土城國中,基本,頂埔里,5
主表,土城區,土城國中,基本,埤塘里(3-9、12、14、16-17鄰),5
主表,土城區,土城國中,自由,日新里,5
主表,土城區,土城國中,自由,日和里,5
主表,土城區,土城國中,自由,貨饒里,5
主表,土城區,土城國中,自由,裕生里,5
主表,土城區,土城國中,自由,員林里,5
主表,土城區,清水高中(國中部),基本,清和里,5
主表,土城區,清水高中(國中部),基本,永豐里,5
主表,土城區,清水高中(國中部),基本,永富里,5
主表,土城區,清水高中(國中部),基本,清化里,5
主表,土城區,清水高中(國中部),基本,峰廷里,5
主表,土城區,清水高中(國中部),基本,廷寮里,5
主表,土城區,清水高中(國中部),基本,延和里,5
主表,土城區,清水高中(國中部),基本,清水里,5
主表,土城區,清水高中(國中部),基本,青雲里(1鄰),5
主表,土城區,清水高中(國中部),基本,青山里,5
主表,土城區,清水高中(國中部),基本,金城里,5
主表,土城區,清水高中(國中部),自由,清溪里(1-4、11-43、46-53鄰),5
主表,土城區,清水高中(國中部),自由,平和里,5
主表,土城區,清水高中(國中部),自由,延壽里,5
主表,土城區,清水高中(國中部),自由,延祿里,5
主表,土城區,清水高中(國中部),自由,延吉里,5
主表,土城區,清水高中(國中部),自由,安和里,5
主表,土城區,中正國中,基本,清溪里(5-10、44-45鄰),5
主表,土城區,中正國中,基本,柑林里,5
主表,土城區,中正國中,基本,埤林里,5
主表,土城區,中正國中,基本,學成里,5
主表,土城區,中正國中,基本,廣福里,5
主表,土城區,中正國中,基本,樂利里,5
主表,土城區,中正國中,基本,學府里,5
主表,土城區,中正國中,基本,瑞興里,5
主表,土城區,中正國中,基本,復興里,5
主表,土城區,中正國中,基本,青雲里(2-21鄰),5
主表,土城區,中正國中,基本,學士里,5
主表,土城區,中正國中,基本,中正里,5
主表,土城區,中正國中,基本,明德里,5
主表,土城區,中正國中,基本,廣興里,5
主表,土城區,中正國中,基本,埤塘里(1-2、10-11、13、15鄰),5
主表,土城區,中正國中,自由,清溪里(1-4、11-43、46-53鄰),5
主表,土城區,中正國中,自由,日新里,5
主表,土城區,中正國中,自由,日和里,5
主表,土城區,中正國中,自由,貨饒里,5
主表,土城區,中正國中,自由,裕生里,5
主表,土城區,中正國中,自由,員林里,5
主表,樹林區,樹林高中(國中部),基本,樹東里,6
主表,樹林區,樹林高中(國中部),基本,樹北里,6
主表,樹林區,樹林高中(國中部),基本,彭福里,6
主表,樹林區,樹林高中(國中部),基本,彭興里,6
主表,樹林區,樹林高中(國中部),基本,彭厝里,6
主表,樹林區,樹林高中(國中部),基本,中華里,6
主表,樹林區,樹林高中(國中部),基本,太順里,6
主表,樹林區,樹林高中(國中部),基本,大同里,6
主表,樹林區,樹林高中(國中部),基本,和平里,6
主表,樹林區,樹林高中(國中部),基本,東山里,6
主表,樹林區,樹林高中(國中部),基本,東陽里,6
主表,樹林區,樹林高中(國中部),基本,東昇里(9-16鄰),6
主表,樹林區,樹林高中(國中部),自由,樹德里,6
主表,樹林區,樹林高中(國中部),自由,樹福里,6
主表,樹林區,樹林高中(國中部),自由,樂山里,6
主表,樹林區,樹林高中(國中部),自由,山佳里,6
主表,樹林區,樹林高中(國中部),自由,中山里,6
主表,樹林區,樹林高中(國中部),自由,板橋區溪洲里,6
主表,樹林區,樹林高中(國中部),自由,溪福里,6
主表,樹林區,育林國中,基本,坡內里,6
主表,樹林區,育林國中,基本,樹西里,6
主表,樹林區,育林國中,基本,育英里,6
主表,樹林區,育林國中,基本,樹人里,6
主表,樹林區,育林國中,基本,樹興里,6
主表,樹林區,育林國中,基本,樹南里,6
主表,樹林區,育林國中,基本,東昇里(1-8、17-28鄰),6
主表,樹林區,育林國中,自由,樹德里,6
主表,樹林區,育林國中,自由,樹福里,6
主表,樹林區,柑園國中,基本,柑園里(1-7、9-12鄰),6
主表,樹林區,柑園國中,基本,北園里,6
主表,樹林區,柑園國中,基本,西園里,6
主表,樹林區,柑園國中,基本,東園里,6
主表,樹林區,柑園國中,自由,樂山里,6
主表,樹林區,柑園國中,自由,山佳里,6
主表,樹林區,柑園國中,自由,中山里,6
主表,樹林區,柑園國中,自由,南園里(1、3-4、7鄰),6
主表,樹林區,桃子腳國中小(國中部),基本,南園里(2、5-6、8-52鄰),6
主表,樹林區,桃子腳國中小(國中部),基本,柑園里(8、13-37鄰),6
主表,樹林區,桃子腳國中小(國中部),基本,峽區龍學里(15鄰),6
主表,樹林區,桃子腳國中小(國中部),自由,南園里(1、3-4、7鄰),6
主表,樹林區,桃子腳國中小(國中部),自由,峽區龍恩里,6
主表,樹林區,桃子腳國中小(國中部),自由,龍埔里(36鄰),6
主表,樹林區,桃子腳國中小(國中部),自由,峽區龍學里(1-14、25、27-28、30-31鄰),6
主表,樹林區,三多國中,基本,興里,6
主表,樹林區,三多國中,基本,福里,6
主表,樹林區,三多國中,基本,龍里,6
主表,樹林區,三多國中,基本,多里,6
主表,樹林區,三多國中,基本,圳生里,6
主表,樹林區,三多國中,基本,獇寮里,6
主表,樹林區,三多國中,基本,金寮里,6
主表,樹林區,三多國中,基本,光興里,6
主表,樹林區,三多國中,自由,圳安里,6
主表,樹林區,三多國中,自由,圳民里,6
主表,樹林區,三多國中,自由,潭底里(1-13鄰、33鄰),6
主表,鶯歌區,鶯歌國中,基本,建德里,7
主表,鶯歌區,鶯歌國中,基本,北鶯里,7
主表,鶯歌區,鶯歌國中,基本,西鶯里,7
主表,鶯歌區,鶯歌國中,基本,南鶯里,7
主表,鶯歌區,鶯歌國中,基本,中鶯里,7
主表,鶯歌區,鶯歌國中,基本,建國里,7
主表,鶯歌區,鶯歌國中,基本,永昌里,7
主表,鶯歌區,鶯歌國中,基本,同慶里,7
主表,鶯歌區,鶯歌國中,基本,中湖里(1-3、26-27鄰),7
主表,鶯歌區,鶯歌國中,自由,尖山里(2、13-14鄰),7
主表,鶯歌區,鶯歌國中,自由,東鶯里,7
主表,鶯歌區,鶯歌國中,自由,南靖里(1鄰),7
主表,鶯歌區,鶯歌國中,自由,中湖里(4-16鄰),7
主表,鶯歌區,鶯歌國中,自由,東湖里,7
主表,鶯歌區,鶯歌國中,自由,永吉里,7
主表,鶯歌區,尖山國中,基本,南靖里(2-8、12-15、17-19鄰),7
主表,鶯歌區,尖山國中,基本,尖山里(1、3-12、15-16鄰),7
主表,鶯歌區,尖山國中,基本,橋里,7
主表,鶯歌區,尖山國中,基本,甲里,7
主表,鶯歌區,尖山國中,自由,尖山里(2、13-14鄰),7
主表,鶯歌區,尖山國中,自由,東鶯里,7
主表,鶯歌區,尖山國中,自由,南靖里(1鄰),7
主表,鶯歌區,尖山國中,自由,南靖里(9-11、16、20鄰),7
主表,鶯歌區,鳳鳴國中,基本,中湖里(17-25鄰),7
主表,鶯歌區,鳳鳴國中,基本,大湖里,7
主表,鶯歌區,鳳鳴國中,基本,鳳鳴里,7
主表,鶯歌區,鳳鳴國中,基本,鳳福里,7
主表,鶯歌區,鳳鳴國中,基本,鳳祥里,7
主表,鶯歌區,鳳鳴國中,自由,中湖里(4-16鄰),7
主表,鶯歌區,鳳鳴國中,自由,東湖里,7
主表,鶯歌區,鳳鳴國中,自由,永吉里,7
主表,鶯歌區,鳳鳴國中,自由,桃園市八德區大發里(6鄰福德1路177巷、7至8鄰、19至21鄰),7
主表,鶯歌區,鳳鳴國中,自由,桃園市八德區大明里,7
主表,鶯歌區,鳳鳴國中,自由,大仁里,7
主表,三峽區,三峽國中,基本,永舘里,8
主表,三峽區,三峽國中,基本,龍埔里(1-35鄰),8
主表,三峽區,三峽國中,基本,秀川里,8
主表,三峽區,三峽國中,基本,鳶山里,8
主表,三峽區,三峽國中,基本,峽里,8
主表,三峽區,三峽國中,自由,龍恩里,8
主表,三峽區,三峽國中,自由,龍埔里(36鄰),8
主表,三峽區,三峽國中,自由,龍學里(1-14、25、27-28、30-31鄰),8
主表,三峽區,三峽國中,自由,弘道里,8
主表,三峽區,三峽國中,自由,張里,8
主表,三峽區,三峽國中,自由,中埔里,8
主表,三峽區,三峽國中,自由,溪東里,8
主表,三峽區,三峽國中,自由,大埔里(1-5鄰),8
主表,三峽區,三峽國中,自由,溪南里,8
主表,三峽區,三峽國中,自由,溪北里,8
主表,三峽區,三峽國中,自由,成福里,8
主表,三峽區,三峽國中,自由,竹崙里,8
主表,三峽區,三峽國中,自由,安坑里,8
主表,三峽區,三峽國中,自由,鶯歌區南靖里(9-11、16、20鄰),8
主表,三峽區,樹林區桃子腳國中小(國中部),基本,龍學里(15鄰),8
主表,三峽區,樹林區桃子腳國中小(國中部),基本,樹林區南園里(2、5-6、8-52鄰),8
主表,三峽區,樹林區桃子腳國中小(國中部),基本,柑園里(8、13-37鄰),8
主表,三峽區,樹林區桃子腳國中小(國中部),自由,龍恩里,8
主表,三峽區,樹林區桃子腳國中小(國中部),自由,龍埔里(36鄰),8
主表,三峽區,樹林區桃子腳國中小(國中部),自由,龍學里(1-14、25、27-28、30-31鄰),8
主表,三峽區,樹林區桃子腳國中小(國中部),自由,樹林區南園里(1、3-4、7鄰),8
主表,三峽區,明德高中(國中部),基本,大埔里(6-22鄰),8
主表,三峽區,明德高中(國中部),基本,金圳里,8
主表,三峽區,明德高中(國中部),基本,寮里,8
主表,三峽區,明德高中(國中部),基本,插角里,8
主表,三峽區,明德高中(國中部),基本,有木里,8
主表,三峽區,明德高中(國中部),自由,弘道里,8
主表,三峽區,明德高中(國中部),自由,張里,8
主表,三峽區,明德高中(國中部),自由,中埔里,8
主表,三峽區,明德高中(國中部),自由,溪東里,8
主表,三峽區,明德高中(國中部),自由,大埔里(1-5鄰),8
主表,三峽區,明德高中(國中部),自由,溪南里,8
主表,三峽區,明德高中(國中部),自由,溪北里,8
主表,三峽區,明德高中(國中部),自由,成福里,8
主表,三峽區,明德高中(國中部),自由,竹崙里,8
主表,三峽區,明德高中(國中部),自由,安坑里,8
主表,三峽區,明德高中(國中部),自由,嘉添里,8
主表,三峽區,明德高中(國中部),自由,添福里,8
主表,三峽區,明德高中(國中部),自由,鬮里,8
主表,三峽區,安溪國中,基本,礁溪里,9
主表,三峽區,安溪國中,基本,介壽里,9
主表,三峽區,安溪國中,基本,安溪里,9
主表,三峽區,安溪國中,基本,中正里,9
主表,三峽區,安溪國中,自由,弘道里,9
主表,三峽區,安溪國中,自由,張里,9
主表,三峽區,安溪國中,自由,中埔里,9
主表,三峽區,安溪國中,自由,溪東里,9
主表,三峽區,安溪國中,自由,大埔里(1-5鄰),9
主表,三峽區,安溪國中,自由,溪南里,9
主表,三峽區,安溪國中,自由,溪北里,9
主表,三峽區,安溪國中,自由,成福里,9
主表,三峽區,安溪國中,自由,竹崙里,9
主表,三峽區,安溪國中,自由,安坑里,9
主表,三峽區,安溪國中,自由,嘉添里,9
主表,三峽區,安溪國中,自由,添福里,9
主表,三峽區,安溪國中,自由,鬮里,9
主表,三峽區,北大高中(國中部),基本,龍學里(16-24、26、29、32-43、45鄰),9
主表,三峽區,北大高中(國中部),自由,龍學里(1-14、25、27-28、30-31鄰),9
主表,中和區,中和國中,基本,橫路里,10
主表,中和區,中和國中,基本,內南里,10
主表,中和區,中和國中,基本,外南里,10
主表,中和區,中和國中,基本,壽南里,10
主表,中和區,中和國中,基本,福南里,10
主表,中和區,中和國中,基本,華新里,10
主表,中和區,中和國中,基本,華南里,10
主表,中和區,中和國中,基本,東南里,10
主表,中和區,中和國中,基本,忠孝里,10
主表,中和區,中和國中,基本,崇南里,10
主表,中和區,中和國中,基本,興南里,10
主表,中和區,中和國中,基本,頂南里,10
主表,中和區,中和國中,基本,正南里,10
主表,中和區,中和國中,基本,景南里,10
主表,中和區,中和國中,基本,景本里,10
主表,中和區,中和國中,基本,景平里,10
主表,中和區,中和國中,基本,景新里,10
主表,中和區,中和國中,基本,景福里,10
主表,中和區,中和國中,基本,吉興里,10
主表,中和區,中和國中,基本,秀峰里,10
主表,中和區,中和國中,基本,秀士里,10
主表,中和區,中和國中,基本,秀山里,10
主表,中和區,中和國中,基本,秀水里,10
主表,中和區,中和國中,基本,秀成里,10
主表,中和區,中和國中,基本,秀義里,10
主表,中和區,中和國中,基本,秀福里,10
主表,中和區,中和國中,基本,秀仁里,10
主表,中和區,中和國中,基本,秀明里,10
主表,中和區,中和國中,基本,秀景里,10
主表,中和區,中和國中,自由,中興里,10
主表,中和區,中和國中,自由,和興里,10
主表,中和區,中和國中,自由,復興里,10
主表,中和區,中和國中,自由,景安里,10
主表,中和區,中和國中,自由,新店區新和里,10
主表,中和區,中和國中,自由,永平里,10
主表,中和區,中和國中,自由,永安里,10
主表,中和區,漳和國中,基本,安樂里,"10,11"
主表,中和區,漳和國中,基本,宜安里,"10,11"
主表,中和區,漳和國中,基本,安順里,"10,11"
主表,中和區,漳和國中,基本,安和里,"10,11"
主表,中和區,漳和國中,基本,中安里,"10,11"
主表,中和區,漳和國中,基本,安平里,"10,11"
主表,中和區,漳和國中,基本,泰安里,"10,11"
主表,中和區,漳和國中,基本,瓦磘里,"10,11"
主表,中和區,漳和國中,基本,福和里,"10,11"
主表,中和區,漳和國中,基本,枋寮里,"10,11"
主表,中和區,漳和國中,基本,福善里,"10,11"
主表,中和區,漳和國中,基本,漳和里,"10,11"
主表,中和區,漳和國中,基本,南山里,"10,11"
主表,中和區,漳和國中,基本,景文里,"10,11"
主表,中和區,漳和國中,基本,佳和里,"10,11"
主表,中和區,漳和國中,基本,福美里,"10,11"
主表,中和區,漳和國中,基本,福祥里,"10,11"
主表,中和區,漳和國中,基本,廟美里,"10,11"
主表,中和區,漳和國中,基本,連城里,"10,11"
主表,中和區,漳和國中,基本,連和里,"10,11"
主表,中和區,漳和國中,基本,中原里(1-4、15-17、21-24鄰),"10,11"
主表,中和區,漳和國中,基本,福真里,"10,11"
主表,中和區,漳和國中,自由,新南里,"10,11"
主表,中和區,漳和國中,自由,景安里,"10,11"
主表,中和區,漳和國中,自由,永和區安和里,"10,11"
主表,中和區,漳和國中,自由,雙和里,"10,11"
主表,中和區,漳和國中,自由,永和區保平里,"10,11"
主表,中和區,漳和國中,自由,水源里,"10,11"
主表,中和區,漳和國中,自由,協和里,"10,11"
主表,中和區,漳和國中,自由,和平里,"10,11"
主表,中和區,漳和國中,自由,前溪里,"10,11"
主表,中和區,自強國中,基本,明穗里,11
主表,中和區,自強國中,基本,自強里,11
主表,中和區,自強國中,基本,國光里,11
主表,中和區,自強國中,基本,國華里,11
主表,中和區,自強國中,基本,德穗里,11
主表,中和區,自強國中,基本,民生里,11
主表,中和區,自強國中,基本,冠穗里,11
主表,中和區,自強國中,基本,瑞穗里(18鄰),11
主表,中和區,自強國中,自由,清穗里,11
主表,中和區,自強國中,自由,明德里,11
主表,中和區,自強國中,自由,壽德里,11
主表,中和區,自強國中,自由,民有里,11
主表,中和區,自強國中,自由,民享里,11
主表,中和區,自強國中,自由,瑞穗里(7-17鄰),11
主表,中和區,自強國中,自由,積穗里(10-11、32-33鄰),11
主表,中和區,自強國中,自由,平和里,11
主表,中和區,自強國中,自由,延壽里,11
主表,中和區,自強國中,自由,延祿里,11
主表,中和區,自強國中,自由,延吉里,11
主表,中和區,自強國中,自由,安和里,11
主表,中和區,自強國中,自由,瑞穗里(1-6鄰),11
主表,中和區,積穗國中,基本,平河里,11
主表,中和區,積穗國中,基本,信和里,11
主表,中和區,積穗國中,基本,員富里,11
主表,中和區,積穗國中,基本,民安里,11
主表,中和區,積穗國中,基本,安穗里,11
主表,中和區,積穗國中,基本,嘉穗里,11
主表,中和區,積穗國中,基本,嘉慶里,11
主表,中和區,積穗國中,基本,文元里,11
主表,中和區,積穗國中,基本,積穗里(除10、11、32、33鄰),11
主表,中和區,積穗國中,基本,嘉新里,11
主表,中和區,積穗國中,基本,員山里(除11-22鄰、25-35鄰、37-42鄰),11
主表,中和區,積穗國中,自由,民有里,11
主表,中和區,積穗國中,自由,民享里,11
主表,中和區,積穗國中,自由,瑞穗里(7-17鄰),11
主表,中和區,積穗國中,自由,積穗里(10-11、32-33鄰),11
主表,中和區,積穗國中,自由,中正里,11
主表,中和區,積穗國中,自由,碧河里,11
主表,中和區,積穗國中,自由,仁和里,11
主表,中和區,積穗國中,自由,中原里(5-14、18-20鄰),11
主表,中和區,積穗國中,自由,瑞穗里(1-6鄰),11
主表,中和區,積穗國中,自由,員山里(11-22鄰、25-35鄰、37-42鄰),11
主表,中和區,錦和高中(國中部),基本,力行里,12
主表,中和區,錦和高中(國中部),基本,德行里,12
主表,中和區,錦和高中(國中部),基本,錦和里,12
主表,中和區,錦和高中(國中部),基本,錦中里,12
主表,中和區,錦和高中(國中部),基本,錦昌里,12
主表,中和區,錦和高中(國中部),基本,錦盛里,12
主表,中和區,錦和高中(國中部),基本,中山里,12
主表,中和區,錦和高中(國中部),基本,正行里,12
主表,中和區,錦和高中(國中部),基本,建和里,12
主表,中和區,錦和高中(國中部),基本,灰磘里,12
主表,中和區,錦和高中(國中部),自由,中興里,12
主表,中和區,錦和高中(國中部),自由,和興里,12
主表,中和區,錦和高中(國中部),自由,復興里,12
主表,中和區,錦和高中(國中部),自由,中正里,12
主表,中和區,錦和高中(國中部),自由,碧河里,12
主表,中和區,錦和高中(國中部),自由,仁和里,12
主表,中和區,錦和高中(國中部),自由,新南里,12
主表,永和區,永和國中福和國中,基本,網溪里,12
主表,永和區,永和國中福和國中,基本,光復里,12
主表,永和區,永和國中福和國中,基本,復興里,12
主表,永和區,永和國中福和國中,基本,上林里,12
主表,永和區,永和國中福和國中,基本,中興里,12
主表,永和區,永和國中福和國中,基本,勵行里,12
主表,永和區,永和國中福和國中,基本,桂林里,12
主表,永和區,永和國中福和國中,基本,永興里,12
主表,永和區,永和國中福和國中,基本,正興里,12
主表,永和區,永和國中福和國中,基本,竹林里,12
主表,永和區,永和國中福和國中,基本,福林里,12
主表,永和區,永和國中福和國中,基本,豫溪里,12
主表,永和區,永和國中福和國中,基本,大新里,12
主表,永和區,永和國中福和國中,基本,店街里,12
主表,永和區,永和國中福和國中,基本,光明里,12
